A. IDENTIFICATION DU VEHICULE ;A.1. NUMERO D'IMMATRICULATION ;A.1.1. PLAQUE D'IMMATRICULATION ;A.1.1.1. ETAT ;A.1.1.1.1. ;Mauvais �tat de la plaque avant / D�collement de num�ro ;2; ;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.1. ETAT ;J.1.1.1.3.; Corrosions perforantes multiples du longeron ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.1. ETAT ;J.1.1.1.4.; D�formation mineure du longeron ;1;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.1. ETAT ;J.1.1.1.5.; D�formation importante (AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.1. ETAT ;J.1.1.1.6.; Fissure, cassure du longeron ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.1. ETAT ;J.1.1.1.7.; Longeron soudure inappropri�e ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.1. ETAT ;J.1.1.1.8.; Couleur carrosserie non-conforme � l'arr�t� municipal ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.1. LONGERON, BRANCARD, ;J.1.1.2. FIXATION / LIAISON ;J.1.1.2.1.; Mauvaise fixation / liaison (AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.2. TRAVERSE ;J.1.2.1. ETAT ;J.1.2.1.1.; Corrosion ;1;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.2. TRAVERSE ;J.1.2.1. ETAT ;J.1.2.1.2.; Corrosions perforantes multiples ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.2. TRAVERSE ;J.1.2.1. ETAT ;J.1.2.1.4.; D�formation mineure ;1;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.2. TRAVERSE ;J.1.2.1. ETAT ;J.1.2.1.5.; D�formation importante (AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.2. TRAVERSE ;J.1.2.1. ETAT ;J.1.2.1.6.; Fissure, cassure ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.2. TRAVERSE ;J.1.2.1. ETAT ;J.1.2.1.7.; Soudure inappropri�e ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.2. TRAVERSE ;J.1.2.2. FIXATION / LIAISON ;J.1.2.2.1.; Mauvaise fixation / liaison (AVD, AVG, ARD, ARG) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.3. PLANCHER, BAS DE CAISSE ;J.1.3.1. ETAT ;J.1.3.1.1.; Corrosion ;1;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.3. PLANCHER, BAS DE CAISSE ;J.1.3.1. ETAT ;J.1.3.1.2.; Corrosions perforantes multiples du plancher ou   bas de caisse ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.3. PLANCHER, BAS DE CAISSE ;J.1.3.1. ETAT ;J.1.3.1.3.; Plancher ou bas de  caisse : soudure inappropri�e ;2;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.4. PASSAGE DE ROUE, PARE BOUE ;J.1.4.1. ETAT ;J.1.4.1.1.; Corrosion ;1;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.4. PASSAGE DE ROUE, PARE BOUE ;J.1.4.2. FIXATION / LIAISON ;J.1.4.2.1.; Mauvaise fixation du pare boue (AVD. AVG. ARD.  ARG.) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.1. INFRASTRUCTURE/SOUBASSEMENT ;J.1.4. PASSAGE DE ROUE, PARE BOUE ;J.1.4.3. EXISTENCE ;J.1.4.3.1.; Absence du pare boue (AVD. AVG. ARD. ARG.) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.1. ETAT, PIED MONTANT ;J.2.1.1.1.; D�t�rioration de la porte (AVD. AVG. ARD. ARG) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.1. ETAT, PIED MONTANT ;J.2.1.1.2.; Partie saillante / manivelle inappropri�e (AVD. AVG.ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.1. ETAT, PIED MONTANT ;J.2.1.1.3.; Poign�e d�ouverture cass� (AVD. AVG.ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.1. ETAT, PIED MONTANT ;J.2.1.1.4.; D�t�rioration importante du pied montant (AVD. AVG. ARD.  ARG) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.1. ETAT, PIED MONTANT ;J.2.1.1.5.; Corrosion importante du pied montant (AVD. AVG. ARD.  ARG) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.1. ETAT, PIED MONTANT ;J.2.1.1.6.; Pied montant : contr�le impossible (AVD. AVG. CD. CG. ARD. ARG) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.1. ETAT, PIED MONTANT ;J.2.1.1.7.; Marche pied : Mauvais �tat ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.1. ETAT, PIED MONTANT ;J.2.1.1.8.; Marche pied : Anti d�rapant mauvais �tat ou manquant ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.2. FONCTIONNEMENT ;J.2.1.2.1.; Mauvais fonctionnement (AVD. AVG. ARD. ARG.) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.2. FONCTIONNEMENT ;J.2.1.2.2.; Ouverture impossible  (AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.2. FONCTIONNEMENT ;J.2.1.2.3.; Ouverture intempestive (AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.3. FIXATION ;J.2.1.3.1.; Jeu mineur aux ancrages (AVD. AVG. ARD. ARG.) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.3. FIXATION ;J.2.1.3.2.; Mauvaise fixation du pied montant (AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.3. FIXATION ;J.2.1.3.3.; Mauvaise Fixation de la marche pied ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.4. EXISTENCE ;J.2.1.4.1.; Absence de manivelle de porte (AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.4. EXISTENCE ;J.2.1.4.2.; Absence du marche-pied ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.5. MESSURE ;J.2.1.5.1.; Portes d�acc�s : dimensions non conformes ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.5. MESSURE ;J.2.1.5.2.; Portes de d�gagement : dimensions non conformes ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.5. MESSURE ;J.2.1.5.3.; Porte arri�re: dimensions non conformes ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.5. MESSURE ;J.2.1.5.4.; Marche Pied : Distance au sol non conforme ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.1. PORTES LATERALES, PORTE ARRIERE ;J.2.1.5. MESSURE ;J.2.1.5.5.; Marche Pied : dimensions non conformes (Longueur,  Largeur, Hauteur) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.2. PORTE AR, HAYON ;J.2.2.1. ETAT ;J.2.2.1.1.; D�t�rioration ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.2. PORTE AR, HAYON ;J.2.2.1. ETAT ;J.2.2.1.2.; Partie saillante ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.2. PORTE AR, HAYON ;J.2.2.2. FONCTIONNEMENT ;J.2.2.2.1.; Fonctionnement ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.2. PORTE AR, HAYON ;J.2.2.2. FONCTIONNEMENT ;J.2.2.2.2.; Ouverture impossible ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.2. PORTE AR, HAYON ;J.2.2.2. FONCTIONNEMENT ;J.2.2.2.3.; Ouverture intempestive ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.2. PORTE AR, HAYON ;J.2.2.3. FIXATION ;J.2.2.3.1.; Fixation des ancrages ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.3. CAPOT ;J.2.3.1. ETAT ;J.2.3.1.1.; Partie saillante (AV. AR.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.3. CAPOT ;J.2.3.1. ETAT ;J.2.3.1.2.; D�t�rioration importante  (AV. AR.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.3. CAPOT ;J.2.3.2. FONCTIONNEMENT ;J.2.3.2.1.; Ouverture impossible ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.3. CAPOT ;J.2.3.2. FONCTIONNEMENT ;J.2.3.2.2.; Ouverture intempestive (AV. AR.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.3. CAPOT ;J.2.3.3. FIXATION ;J.2.3.3.1.; Fixation des ancrages (AV. AR.) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.4. AILE ;J.2.4.1. ETAT ;J.2.4.1.1.; D�t�rioration (AVD. AVG. ARD. ARG.) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.4. AILE ;J.2.4.1. ETAT ;J.2.4.1.2.; Partie saillante (AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.4. AILE ;J.2.4.2. FIXATION ;J.2.4.2.1.; Fixation (AVD.AVG. ARD. ARG.) ;1;PARC SOUMIS ;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.4. AILE ;J.2.4.3. EXISTENCE ;J.2.4.3.1.; Absence (AVD. AVG. ARD.ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.5. PARE-CHOCS, BOUCLIER ;J.2.5.1. MESURE ;J.2.5.1.1.; Pare-choc arri�re : Dimensions  non conformes ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.5. PARE-CHOCS, BOUCLIER ;J.2.5.1. MESURE ;J.2.5.1.2.; Pare-choc arri�re : Distance au sol non conforme ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.5. PARE-CHOCS, BOUCLIER ;J.2.5.2. ETAT ;J.2.5.2.1.; D�t�rioration importante (AV. AR) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.5. PARE-CHOCS, BOUCLIER ;J.2.5.2. ETAT ;J.2.5.2.2.; Partie saillante (AV. AR. AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.5. PARE-CHOCS, BOUCLIER ;J.2.5.2. ETAT ;J.2.5.2.3.; Couleur de pare-choc arri�re non conforme ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.5. PARE-CHOCS, BOUCLIER ;J.2.5.3. FIXATION ;J.2.5.3.1.; Mauvaise fixation (AV. AR. AVD. AVG. ARD. ARG.) ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.5. PARE-CHOCS, BOUCLIER ;J.2.5.4. EXISTENCE ;J.2.5.4.1.; Absence du pare-choc (AV. AR. AVD. AVG. ARD. ARG.) ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.1. MESURE ;J.2.6.1.1.; Porte � faux arri�re : Dimension non conforme ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.1. MESURE ;J.2.6.1.2.; Caisse : Longueur v�hicule non conforme ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.1. MESURE ;J.2.6.1.3.; Caisse : Largeur v�hicule non conforme ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.1. MESURE ;J.2.6.1.4.; Caisse : Hauteur int�rieur du v�hicule non conforme ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.1. MESURE ;J.2.6.1.5.; Caisse : Hauteur ext�rieur du v�hicule non conforme ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.2. ETAT ;J.2.6.2.1.; Corrosion ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.2. ETAT ;J.2.6.2.2.; Corrosion perforante  multiple ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.2. ETAT ;J.2.6.2.3.; D�formation mineure ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.2. ETAT ;J.2.6.2.4.; D�formation importante ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.2. ETAT ;J.2.6.2.5.; Fissure, cassure ;1;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.2. ETAT ;J.2.6.2.6.; D�port important de la carrosserie par rapport au ch�ssis ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.2. ETAT ;J.2.6.2.7.; Parties saillantes dangereuses ;2;;;
J. STRUCTURE, CARROSSERIE ;J.2. SUPERSTRUCTURE, CARROSSERIE ;J.2.6. CAISSE ;J.2.6.3. FIXATION / LIAISON ;J.2.6.3.1.; Mauvaise fixation / liaison ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.1. CANALISATION D'ECHAPPEMENT ;K.1.1.1. ETAT ;K.1.1.1.1.; Corrosion perforante de la canalisation ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.1. CANALISATION D'ECHAPPEMENT ;K.1.1.1. ETAT ;K.1.1.1.2.; Corrosion du collecteur ;1;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.1. CANALISATION D'ECHAPPEMENT ;K.1.1.1. ETAT ;K.1.1.1.3.; Fissure / cassure du collecteur ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.1. CANALISATION D'ECHAPPEMENT ;K.1.1.2. FIXATION ;K.1.1.2.1.; Mauvaise fixation du collecteur ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.1. CANALISATION D'ECHAPPEMENT ;K.1.1.2. FIXATION ;K.1.1.2.2.; Mauvaise fixation de la canalisation ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.1. CANALISATION D'ECHAPPEMENT ;K.1.1.3. ETANCHEITE ;K.1.1.3.1.; Fuite importante ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.1. CANALISATION D'ECHAPPEMENT ;K.1.1.3. ETANCHEITE ;K.1.1.3.2.; Niveau sonore �lev� ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.1. CANALISATION D'ECHAPPEMENT ;K.1.1.4. EXISTENCE ;k.1.1.4.1.; Absence de canalisation d��chappement ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.2. POT D'ECHAPPEMENT ;K.1.2.1. ETAT ;k.1.2.1.1.; Corrosion perforante ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.2. POT D'ECHAPPEMENT ;K.1.2.2. FIXATION ;k.1.2.2.1.; Fixation avec risque d�accrochage ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.2. POT D'ECHAPPEMENT ;k.1.2.3. ETANCHEITE ;K.1.2.3.1.; Fuite importante du pot d��chappement ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.2. POT D'ECHAPPEMENT ;k.1.2.4. EXISTENCE ;K.1.2.4.1.; Absence du pot d��chappement ;2;;;
K. POLLUTION ;K.1. ECHAPPEMENT ;K.1.2. POT D'ECHAPPEMENT ;k.1.2.4. EXISTENCE ;K.1.2.4.2.; Embout du pot d��chappement cass� ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.1. NIVEAU DE LA TENEUR ;K.2.1.1.1.; Teneur en CO excessive ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.1. NIVEAU DE LA TENEUR ;K.2.1.1.2.; Coefficient d'absorption sup�rieur � la normale ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.1. NIVEAU DE LA TENEUR ;K.2.1.1.3.; L�g�re �mission de fum�e ;1;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.1. NIVEAU DE LA TENEUR ;K.2.1.1.4.; Emission importante de fum�e ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.1. NIVEAU DE LA TENEUR ;K.2.1.1.5.; Fuite d'huile moteur / boite de vitesse / pont ;1;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.1. NIVEAU DE LA TENEUR ;K.2.1.1.6.; Fuite important d'huile moteur / boite de vitesse / pont ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.1.; Contr�le impossible ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.2.; Contr�le impossible (bicarburation) ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.3.; Contr�le impossible (D�faut du syst�me de refroidissement) ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.4.; Contr�le impossible (Sortie d'�chappement d�t�rior�e ou Absence d��l�ment) ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.5.; Contr�le impossible (Fuite importante � l'�chappement) ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.6.; Contr�le impossible (Fuite importante de carburant) ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.7.; Contr�le impossible (Fuite d'huile importante au turbo) ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.8.; Essai non r�alis� d� � la conception ou � la localisation de la sortie d'�chappement ;2;;;
K. POLLUTION ;K.2. POLLUTION ;K.2.1. TENEUR EN CO DES GAZ D'ECHAPPEMENT ;K.2.1.2. DIVERS ;K.2.1.2.9.; Type de carburant non autoris� ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.1. IDENTIFICATION DU COMPTEUR ;L.1.1.1.1.; N� de s�rie du compteur non identifiable ;2; ;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.1. IDENTIFICATION DU COMPTEUR ;L.1.1.1.2.; N� de s�rie du compteur : contr�le impossible ;2; ;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.1. IDENTIFICATION DU COMPTEUR ;L.1.1.1.3.; N� de s�rie du compteur : illisible ;2; ;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.1. IDENTIFICATION DU COMPTEUR ;L.1.1.1.4.; N� de s�rie du compteur : non d'origine ou modifi� ;2; ;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.1. IDENTIFICATION DU COMPTEUR ;L.1.1.1.5.; Type du compteur non identifiable ;2; ;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.1. IDENTIFICATION DU COMPTEUR ;L.1.1.1.6.; Type du compteur : contr�le impossible ;2; ;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.1. IDENTIFICATION DU COMPTEUR ;L.1.1.1.7.; Marque du compteur : illisible partiel / total ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.2. AGREMENT ;L.1.1.2.1.; Marque et type de compteur non agr�e ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.2. AGREMENT ;L.1.1.2.2.; Installateur non agr�e pour ce type de compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.2. AGREMENT ;L.1.1.2.3.; Certificat d�installation : non conforme pour le compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.2. AGREMENT ;L.1.1.2.4.; Certificat de r�paration : non conforme pour le compteur ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.2. AGREMENT ;L.1.1.2.5.; Certificat d�installation : non conforme pour le v�hicule ;2;;;
L.CONTR�LE SPECIFIQUE ;L.1  COMPTEUR HORO KILOMETRIQUE ;L.1.1. IDENTIFICATION ;L.1.1.2. AGREMENT ;L.1.1.2.6.; Certificat de r�paration : non conforme pour le v�hicule ;2;;;
